PRODUCTO     ;DESCRIPCION                                       ;REFERENCIA                                                  ;CANTIDAD         ; PRECIO -001      ;COSTO             
0010012012201;PANEL LED 48W 30 X 120 6500K 4350LM LEXMANA       ;12248204                                                    ;77,00 ; $ 93.000 ;3.900.000,00 
0010012122483;PANEL LED 30x 120 36W -40w 6500k LUMEC 069LUK013  ;122483                                                      ;3,00 ; $ 106.900 ;185.564,40 
0010012012281;PANEL LED 60X60 40W 6500K SIN ACCESORIO  069LUK010;12248300                                                    ;0,00 ; $ 77.500 ;0,00 
0010012012202;PANEL LED 60X60 48W 6500K DIXTON                  ;12248301                                                    ;16,00 ; $ 75.000 ;796.100,00 
0010012012203;PANEL LED 36W 6500K 120 X 30 BLANCO NIPPON        ;12248302                                                    ;0,00 ; $ 76.000 ;0,00 
0010012012312;PANEL LED 60X60 48W 6500K S/N ACCES IPL32 MERCURY ;12248304                                                    ;1,00 ; $ 72.000 ;46.793,22 
0010012122484;BALA LED INCRUST 30W CUAD  6500K LDC10-262B OSAKY ;122484                                                      ;4,00 ; $ 44.500 ;133.308,95 
0010012122485;"BALA LED CIRCULAR 5""15 X 1W L/CAL 5356 EXCELITE""  ";122485                                                      ;1,00 ; $ 40.000 ;0,00 
0100012001214;BALA LED REDONDO 24W INCRUS 3500K LEX/UDUKE/MB    ;12248501                                                    ;32,00 ; $ 21.000 ;391.719,55 
0010012012204;BALA LED REDON 24W 3500K W060LD-24W BESTER        ;12248501                                                    ;0,00 ; $ -   ;0,00 
0010012012205;BALA LED 24W CIRCU.BLANCA 6500K MB0339            ;12248502                                                    ;2,00 ; $ 21.200 ;22.200,00 
0010024002518;BALA LED 24W INCRUSTAR 6500K LEXMANA              ;12248505                                                    ;94,00 ; $ 19.000 ;1.367.334,67 
0010012122486;BALA LED CIRCULAR PLANA 30W L/BLANCA  HECA 10180E ;122486                                                      ;0,00 ; $ 115.900 ;0,00 
0010012122487;BALA LED CIRCULAR PLANA 30W L/CALIDA HECA 10180E  ;122487                                                      ;2,00 ; $ 115.900 ;0,00 
0010012122488;BALA  PLANA CIRCULAR OSAKY 6500K 30W LDC10-25B    ;122488                                                      ;2,00 ; $ 44.500 ;54.642,57 
0010012122489;BALA LED CIRC SOBREPONER 30W BLANCA L/BL LCB-25+S ;122489                                                      ;1,00 ; $ 41.800 ;25.733,57 
0010012122490;BALA CIRC SOBREPONER 21W BLANCO LDB8-21+S L/CALIDA;122490                                                      ;1,00 ; $ 40.000 ;35.375,00 
0010012012369;BALA LED INCRUSTAR 24W 6500K TECNOLITE            ;12249001                                                    ;1,00 ; $ 37.000 ;20.732,00 
0010012012303;BALA LED 24W RED INCR 6500K ECO300SLIMV24-F ECOLIT;12249009                                                    ;0,00 ; $ 38.000 ;0,00 
0100012001236;BALA LED CUADRADA INCR 25W 3500K CRICON           ;12249010                                                    ;21,00 ; $ 22.000 ;206.250,00 
0010012122491;BALA CUADRAD INCRUST 24W 6500K MB- ENERLUX        ;122491                                                      ;4,00 ; $ 25.000 ;100.911,18 
0010012012290;BALA LED 24W CUADR INCRU 6500K IPL20 MERCURY      ;12249100                                                    ;9,00 ; $ 27.900 ;111.937,14 
0100012001291;BALA LED 24W CUADR INCRU 6500K IPL20 MERCURY      ;12249100                                                    ;0,00 ; $ 25.000 ;0,00 
0010012012294;BALA LED 24W CUADR SOBREP 6500K IPL28 MERCURY     ;12249101                                                    ;0,00 ; $ 29.500 ;266.551,11 
0100012001251;BALA SOBREP CUADRADA 24W 6500K MERC IPL28         ;12249101                                                    ;2,00 ; $ 25.000 ;616,00 
0010012012293;BALA LED 18W REDON INCRUS 6500K IPL06 MERCURY     ;12249102                                                    ;0,00 ; $ 11.300 ;372.321,45 
0010012012320;BALA LED SOBREPONER 24W 6500K MERCURY IPL24       ;12249103                                                    ;0,00 ; $ 22.800 ;15.234,35 
0010012012328;BALA LED INCRUSTAR 24W 6500K MERC IPL07           ;12249104                                                    ;9,00 ; $ 20.600 ;155.375,19 
0010012122492;BALA LED 24W CUADRADA INCRUSTAR 6500K LEXMANA     ;122492                                                      ;56,00 ; $ 21.000 ;1.079.831,26 
0010012012302;BALA LED 24W REDON INCRUS 3000K IPL14 MERCURY     ;12249200                                                    ;12,00 ; $ 22.800 ;169.881,92 
0010012012323;BALA LED FRAMELES INCRUS 24W 6500K MERC IPL113    ;12249201                                                    ;7,00 ; $ 20.500 ;83.670,93 
0010012012324;BALA LED FRAMELES INCRUSTAR 18W 6500K MERC IPL112 ;12249202                                                    ;0,00 ; $ 14.500 ;0,00 
0010012012321;BALA LED SOBREPONER 30W 6500K MERCURY IPL143      ;12249203                                                    ;0,00 ; $ 29.500 ;0,00 
0010012012322;BALA LED INCRUSTAR 30W 6500K MERCURY IPL141       ;12249204                                                    ;2,00 ; $ 26.900 ;27.810,52 
0100012001234;BALA LED CUADRADA 30 W 6500K MB                   ;12249205                                                    ;2,00 ; $ 39.500 ;38.212,00 
0100012001237;BALA LED REDONDA INCRUS BESTER 30W 3500K          ;12249206                                                    ;12,00 ; $ 42.000 ;245.880,00 
0010012122493;BALA LED CIRC PLANA 12W BLANCA L/BL LDS4-23B OSAKY;122493                                                      ;2,00 ; $ 12.000 ;0,00 
0010012012206;BALA LED RED DE INCRUSTAR12W 6500K - OGRIB12-B OSA;12249301                                                    ;3,00 ; $ 11.500 ;20.761,15 
0010012122494;BALA CIRC PLANA BLANCA 12W L/CALIDA LDS4-23 OSAKY ;122494                                                      ;0,00 ; $ 12.000 ;0,00 
0010012012207;BALA 3W INCRUSTAR 6500K RI018 - JUNGLA            ;12249401                                                    ;0,00 ; $ 7.100 ;0,00 
0010012012208;BALA 7W INCRUSTAR 6500K RI020 - JUNGLA            ;12249402                                                    ;0,00 ; $ 9.800 ;0,00 
0010012012209;BALA 9W INCRUSTAR 6500K RI021 - JUNGLA            ;12249403                                                    ;1,00 ; $ 10.800 ;5.684,00 
0010012012210;BALA 5W INCRUSTAR 6500K RI019 - JUNGLA            ;12249404                                                    ;2,00 ; $ 8.500 ;9.927,56 
0010012122495;LIBRE                                             ;122495                                                      ;0,00 ; $ -   ;0,00 
0010012012394;LBRE                                              ;12249501                                                    ;0,00 ; $ -   ;0,00 
0010012122496;BALA LED CIRC PLANA 16W SATIN L/BL LDS6-16B OSAKY ;122496                                                      ;0,00 ; $ 40.500 ;0,00 
0010012122497;BALA LED 24W 4000K INC REDN LEXMANA               ;122497                                                      ;193,00 ; $ 21.000 ;2.277.400,00 
0010012122498;BALA CIRC SOBREP13W SATIN L/CALIDA LGS4-12+S OSAKY;122498                                                      ;0,00 ; $ 38.000 ;0,00 
0010012122499;BALA  LED PLANA C/VIDRIO CIRCU 12W BLANCA L/B LGS6;122499                                                      ;0,00 ; $ 26.600 ;0,00 
0010012122500;SPOT CILINDRO VIDRIO 1 LUZ OPAL. DL0481 FAUSTA    ;122500                                                      ;1,00 ; $ 32.000 ;0,00 
0010012122501;SPOT ESCUALIZ. SATIN GU10 1 LUZ DL043GPS FAUSTA   ;122501                                                      ;1,00 ; $ 32.000 ;11.177,29 
0010012012211;SPOT ESCUALIZ BLANCO E27 1 LUZ - DL043            ;12250101                                                    ;0,00 ; $ 25.000 ;0,00 
0010012012212;SPOT ESCUALIZ BLANCO GU10 1 LUZ - DL043           ;12250102                                                    ;0,00 ; $ 32.000 ;0,00 
0010012122502;APLIQUE NICHO 3W 3000K RD PAR WH-BK ECOLIT NICH3A-;122502                                                      ;6,00 ; $ 58.000 ;204.000,00 
0010025001285;APLIQUE RAY 9W HERRAJE BALNCO                     ;12250200                                                    ;0,00 ; $ 230.000 ;0,00 
0010012122503;APLIQUE NICHO 3W 3000K RC PARED WH ECOLITE NICH3A-;122503                                                      ;2,00 ; $ 77.000 ;89.000,00 
0010012122504;APLIQUE NICHO INCRUSTAR RED 2W 14LED WH LEXMANA   ;122504                                                      ;20,00 ; $ 45.000 ;480.000,00 
0100012001218;SPOT LED 5W GU10 MB 815-1                         ;12250401                                                    ;4,00 ; $ 38.000 ;71.984,00 
0100012001252;SPOT LED 5W GU10 BLANCO MB 815-1                  ;12250402                                                    ;1,00 ; $ 38.000 ;17.996,00 
0010012001249;APLIQUE LED 2W S/P NEGRO SIELU                    ;12250403                                                    ;1,00 ; $ -   ;32.859,00 
0010012001250;APLIQUE LED S/P NASAU 3000K EXTERIOR BRIO LIGHT   ;12250404                                                    ;1,00 ; $ -   ;14.210,00 
0010012001251;APLIQUE LED S/P MINI CUBO 2W 3000K NEGRO BRIO LIGH;12250405                                                    ;1,00 ; $ -   ;12.647,00 
0010012001253;APLIQUE LED MINSK 5W 3000K NEGRO BRIO LIGHT       ;12250406                                                    ;1,00 ; $ -   ;18.842,00 
0010012001255;APLIQUE LED S/P REKA 4W 3000K BRIO LIGHT          ;12250407                                                    ;1,00 ; $ -   ;19.894,00 
0010012122505;APLIQUE LE SP B/MURO 3W 3000K OVNI DIXTON LA7769-B;122505                                                      ;1,00 ; $ 85.000 ;52.293,88 
0010012001300;APLIQUE LE SP B/MURO 3W 3000K OVNI DIXTON LA7769-W;12250501                                                    ;5,00 ; $ 85.000 ;255.000,00 
0010012001245;APLUQUE GU10 CHIPRE 10CM BLANCO SIELU             ;12250502                                                    ;1,00 ; $ -   ;21.141,00 
0010012001244;APLIQUE GU10 CHIPRE 10 CM NEGRO SIELU             ;12250503                                                    ;1,00 ; $ -   ;21.141,00 
0010012001246;APLIQUE GU10 DIRIGIBLE NEGRO KLING SIELU          ;12250504                                                    ;1,00 ; $ -   ;35.716,00 
0010012001247;APLIQUE GU10 CILINDRO 150X55 NEGRO-DORADO SIELU   ;12250505                                                    ;1,00 ; $ -   ;29.584,00 
0010012001248;APLIQUE GU10 CILINDRO 250X55 NEGRO DORADO SIELU   ;12250506                                                    ;1,00 ; $ -   ;34.693,00 
0010012001271;APLIQUE GU10 CILINDRO S/P 30 CM NEGRO SIELU       ;12250507                                                    ;1,00 ; $ -   ;32.859,00 
0010012122506;APLIQUE GRIS C/CARGADOR 2X2W 1464                 ;122506                                                      ;1,00 ; $ 58.000 ;66.666,00 
0010012001241;APLQUE LED GU10 SP CILINDRO 10X6 CM LT7717-BK     ;12250600                                                    ;13,00 ; $ 38.000 ;272.057,00 
0010012012214;APLIQUE LED GU10 SP CILINDRO 10X9.5 CM LT7718     ;12250601                                                    ;12,00 ; $ 38.000 ;249.209,00 
0100012122507;SPOT LED 5W GU10 MB 828-1                         ;122507                                                      ;5,00 ; $ 49.000 ;117.190,00 
0010012012215;SPOT  1 LUZ 3W LED LN708-1  LEXMANA               ;12250701                                                    ;0,00 ; $ 30.000 ;0,00 
0010012122508;SPOT LED SP GU10 DIXTON LT7716-WH                 ;122508                                                      ;1,00 ; $ 20.500 ;11.924,00 
0100012001242;SPOT LED 5W GU10 MB 827-1                         ;12250801                                                    ;4,00 ; $ 61.000 ;118.880,00 
0010012122509;SPOT SOBREPONER RIO X B/PAR 64 PTR-44 ILSPOTRIOPT-;122509                                                      ;4,00 ; $ 28.700 ;67.932,00 
0010012122510;SPOT C/BASE TRIANGULAR SATIN+AZUL FAUSTA ISN5610AZ;122510                                                      ;0,00 ; $ 22.600 ;0,00 
0010012122511;SPOT GYN 3 LED L/CALIDA                           ;122511                                                      ;1,00 ; $ 45.100 ;29.178,00 
0010012122512;SPOT IP65 NY6 L/BLANCA 3 X 1 W                    ;122512                                                      ;2,00 ; $ 60.500 ;78.250,00 
0010012122513;SPOT IP65 NY6 L/CALIDA 3 X 1 W                    ;122513                                                      ;1,00 ; $ 60.500 ;0,00 
0010012001224;SPOT RIEL NANO 2W BLANCO SIELU                    ;12251301                                                    ;1,00 ; $ -   ;27.980,00 
0010012001226;SPOT RIEL NANO 2W NEGRO SIELU                     ;12251302                                                    ;1,00 ; $ -   ;27.980,00 
0010012122514;SPOT BASE REDONDA ESFERA ECUALIZABLE 360 02601-41 ;122514                                                      ;0,00 ; $ 41.500 ;0,00 
0010012012217;SPOT LED 5W 6500K BLANCO OAB1-5B OSAKY            ;12251401                                                    ;2,00 ; $ 13.900 ;15.895,97 
0010012012218;SPOT LED 5W 6500K PLATA OAP1-5B OSAKY             ;12251402                                                    ;1,00 ; $ 15.500 ;8.984,23 
0010012012219;SPOT LED 5W 3500K PLATA OAP1-5A OSAKY             ;12251403                                                    ;7,00 ; $ 15.500 ;81.195,46 
0010012012220;SPOT LED 5W 6500K AZUL PLATA  OAP1-5Z OSAKY       ;12251404                                                    ;16,00 ; $ 15.500 ;188.396,18 
0010012001217;SPOT LED 5W 6500K NEGRO OAN1-5B OSAKY             ;12251405                                                    ;32,00 ; $ 17.000 ;362.993,59 
0010012001521;SPOT LED 5W AZUL NEGRO OAN1-5Z OSAKY              ;12251406                                                    ;22,00 ; $ 17.000 ;225.632,30 
